serial_number;tree_location;date_time;date (mdy);time;rh;t_rh;t;l1;battery
SN320809;T29;8/19/2016 4:00:00 AM;8/19/2016;4:00:00 AM;100;15,97000027;16;0;3,88
SN320809;T29;8/19/2016 8:00:00 AM;8/19/2016;8:00:00 AM;100;17,21999931;16,9;156,8963013;3,88
SN320809;T29;8/19/2016 12:00:00 PM;8/19/2016;12:00:00 PM;99,9;19,92000008;19,8;172,9061279;3,88
SN320809;T29;8/19/2016 4:00:00 PM;8/19/2016;4:00:00 PM;100;17,78000069;18;32,01965332;3,88
SN320809;T29;8/19/2016 8:00:00 PM;8/19/2016;8:00:00 PM;100;16,63999939;16,9;0;3,88
SN320809;T29;8/20/2016 12:00:00 AM;8/20/2016;12:00:00 AM;100;16,65999985;16,6;0;3,88
SN320809;T29;8/20/2016 4:00:00 AM;8/20/2016;4:00:00 AM;100;16,28000069;16,3;0;3,88
SN320809;T29;8/20/2016 8:00:00 AM;8/20/2016;8:00:00 AM;100;17,95999908;17,6;118,4727173;3,88
SN320809;T29;8/20/2016 12:00:00 PM;8/20/2016;12:00:00 PM;100;19,35000038;19;124,8766479;3,88
SN320809;T29;8/20/2016 4:00:00 PM;8/20/2016;4:00:00 PM;100;18,07999992;18,3;19,21179199;3,88
SN320809;T29;8/20/2016 8:00:00 PM;8/20/2016;8:00:00 PM;100;17,71999931;17,6;0;3,88
SN320809;T29;8/21/2016 12:00:00 AM;8/21/2016;12:00:00 AM;100;16,81999969;16,9;0;3,88
SN320809;T29;8/21/2016 4:00:00 AM;8/21/2016;4:00:00 AM;100;15,39999962;15,6;0;3,88
SN320809;T29;8/21/2016 8:00:00 AM;8/21/2016;8:00:00 AM;100;17,10000038;16,6;102,4628906;3,88
SN320809;T29;8/21/2016 12:00:00 PM;8/21/2016;12:00:00 PM;87,7;21,42000008;20,4;624,3832397;3,88
SN320809;T29;8/21/2016 4:00:00 PM;8/21/2016;4:00:00 PM;98,3;19,37000084;19,5;48,02947998;3,88
SN320809;T29;8/21/2016 8:00:00 PM;8/21/2016;8:00:00 PM;100;18,54000092;18,5;0;3,88
SN320809;T29;8/22/2016 12:00:00 AM;8/22/2016;12:00:00 AM;100;17,05999947;17,3;0;3,88
SN320809;T29;8/22/2016 4:00:00 AM;8/22/2016;4:00:00 AM;100;16,02000046;16,1;0;3,88
SN320809;T29;8/22/2016 8:00:00 AM;8/22/2016;8:00:00 AM;100;17,05999947;16,8;131,2805786;3,88
SN320809;T29;8/22/2016 12:00:00 PM;8/22/2016;12:00:00 PM;100;19,09000015;18,9;89,6550293;3,88
SN320809;T29;8/22/2016 4:00:00 PM;8/22/2016;4:00:00 PM;100;18,62999916;18,6;28,81768799;3,88
SN320809;T29;8/22/2016 8:00:00 PM;8/22/2016;8:00:00 PM;100;18,12999916;18;0;3,88
SN320809;T29;8/23/2016 12:00:00 AM;8/23/2016;12:00:00 AM;100;17,92000008;17,9;0;3,88
SN320809;T29;8/23/2016 4:00:00 AM;8/23/2016;4:00:00 AM;100;16,79000092;16,9;0;3,88
SN320809;T29;8/23/2016 8:00:00 AM;8/23/2016;8:00:00 AM;100;17,43000031;17,3;192,1179199;3,88
SN320809;T29;8/23/2016 12:00:00 PM;8/23/2016;12:00:00 PM;100;17,20000076;17,3;48,02947998;3,88
SN320809;T29;8/23/2016 4:00:00 PM;8/23/2016;4:00:00 PM;100;18,95000076;18,9;208,1277466;3,88
SN320809;T29;8/23/2016 8:00:00 PM;8/23/2016;8:00:00 PM;100;17,34000015;17,3;0;3,88
SN320809;T29;8/24/2016 12:00:00 AM;8/24/2016;12:00:00 AM;100;15,88000011;16,1;0;3,88
SN320809;T29;8/24/2016 4:00:00 AM;8/24/2016;4:00:00 AM;100;14,64000034;14,8;0;3,88
SN320809;T29;8/24/2016 8:00:00 AM;8/24/2016;8:00:00 AM;100;16,26000023;15,8;67,24127197;3,88
SN320809;T29;8/24/2016 12:00:00 PM;8/24/2016;12:00:00 PM;91,8;20,42000008;19,8;297,7827759;3,88
SN320809;T29;8/24/2016 4:00:00 PM;8/24/2016;4:00:00 PM;92,6;20,64999962;20,5;60,83734131;3,88
SN320809;T29;8/24/2016 8:00:00 PM;8/24/2016;8:00:00 PM;97,9;18,95000076;18,9;0;3,88
SN320809;T29;8/25/2016 12:00:00 AM;8/25/2016;12:00:00 AM;98,7;17,84000015;17,9;0;3,88
SN320809;T29;8/25/2016 4:00:00 AM;8/25/2016;4:00:00 AM;97,6;15,40999985;15,9;0;3,88
SN320809;T29;8/25/2016 8:00:00 AM;8/25/2016;8:00:00 AM;97,6;17,54000092;16,8;131,2805786;3,88
SN320809;T29;8/25/2016 12:00:00 PM;8/25/2016;12:00:00 PM;73,1;22,15999985;20,8;310,5906372;3,88
SN320809;T29;8/25/2016 4:00:00 PM;8/25/2016;4:00:00 PM;87,5;20,90999985;20,5;121,6746826;3,88
SN320809;T29;8/25/2016 8:00:00 PM;8/25/2016;8:00:00 PM;99,8;18,02000046;18,3;0;3,88
SN320809;T29;8/26/2016 12:00:00 AM;8/26/2016;12:00:00 AM;100;16,28000069;16,5;0;3,88
SN320809;T29;8/26/2016 4:00:00 AM;8/26/2016;4:00:00 AM;100;15,06000042;15,3;0;3,88
SN320809;T29;8/26/2016 8:00:00 AM;8/26/2016;8:00:00 AM;100;16,5;16;166,5021973;3,88
SN320809;T29;8/26/2016 12:00:00 PM;8/26/2016;12:00:00 PM;87,3;20,26000023;19,3;419,4574585;3,88
SN320809;T29;8/26/2016 4:00:00 PM;8/26/2016;4:00:00 PM;90,2;20,05999947;19,4;195,3198853;3,88
SN320809;T29;8/26/2016 8:00:00 PM;8/26/2016;8:00:00 PM;100;17,67000008;17,6;0;3,88
SN320809;T29;8/27/2016 12:00:00 AM;8/27/2016;12:00:00 AM;100;16,37999916;16,4;0;3,88
SN320809;T29;8/27/2016 4:00:00 AM;8/27/2016;4:00:00 AM;100;16;16;0;3,88
SN320809;T29;8/27/2016 8:00:00 AM;8/27/2016;8:00:00 AM;100;17,60000038;16,9;57,63537598;3,88
SN320809;T29;8/27/2016 4:00:00 PM;8/27/2016;4:00:00 PM;99,6;17,21999931;17,3;16,00982666;3,88
SN320809;T29;8/27/2016 8:00:00 PM;8/27/2016;8:00:00 PM;99,9;16,98999977;17;0;3,88
SN320809;T29;8/28/2016 12:00:00 AM;8/28/2016;12:00:00 AM;100;16,11000061;16,1;0;3,88
SN320809;T29;8/28/2016 4:00:00 AM;8/28/2016;4:00:00 AM;100;15,14000034;15,3;0;3,88
SN320809;T29;8/28/2016 8:00:00 AM;8/28/2016;8:00:00 AM;100;17,43000031;16,9;76,84716797;3,88
SN320809;T29;8/29/2016 4:00:00 AM;8/29/2016;4:00:00 AM;100;16,60000038;16,9;0;3,88
SN320809;T29;8/29/2016 8:00:00 AM;8/29/2016;8:00:00 AM;100;18,31999969;17,8;195,3198853;3,88
SN320809;T29;8/30/2016 4:00:00 AM;8/30/2016;4:00:00 AM;100;14,92000008;15;0;3,88
SN320809;T29;8/27/2016 12:00:00 PM;8/27/2016;12:00:00 PM;72,2;23,70000076;22,2;448,2751465;3,87
SN320809;T29;8/28/2016 12:00:00 PM;8/28/2016;12:00:00 PM;99,5;20,70000076;21,1;515,5164185;3,87
SN320809;T29;8/28/2016 4:00:00 PM;8/28/2016;4:00:00 PM;98,1;20,12000084;19,9;41,62554932;3,87
SN320809;T29;8/28/2016 8:00:00 PM;8/28/2016;8:00:00 PM;100;18,79999924;18,9;0;3,87
SN320809;T29;8/29/2016 12:00:00 AM;8/29/2016;12:00:00 AM;100;18,31999969;18,3;0;3,87
SN320809;T29;8/29/2016 12:00:00 PM;8/29/2016;12:00:00 PM;88,5;21,43000031;20,5;477,0928345;3,87
SN320809;T29;8/29/2016 4:00:00 PM;8/29/2016;4:00:00 PM;100;19,01000023;18,9;16,00982666;3,87
SN320809;T29;8/29/2016 8:00:00 PM;8/29/2016;8:00:00 PM;100;17,98999977;17,9;0;3,87
SN320809;T29;8/30/2016 12:00:00 AM;8/30/2016;12:00:00 AM;100;16,21999931;16,3;0;3,87
SN320809;T29;8/30/2016 8:00:00 AM;8/30/2016;8:00:00 AM;100;16,60000038;16,2;86,45306396;3,87
SN320809;T29;8/30/2016 12:00:00 PM;8/30/2016;12:00:00 PM;100;19,68000031;19,6;358,6201172;3,87
SN320809;T29;8/30/2016 4:00:00 PM;8/30/2016;4:00:00 PM;100;18,89999962;18,9;9,605895996;3,87
SN320809;T29;8/30/2016 8:00:00 PM;8/30/2016;8:00:00 PM;100;18,15999985;18,1;0;3,87
SN320809;T29;8/31/2016 12:00:00 AM;8/31/2016;12:00:00 AM;100;17,61000061;17,5;0;3,87
SN320809;T29;8/31/2016 4:00:00 AM;8/31/2016;4:00:00 AM;100;16,73999977;16,8;0;3,87
SN320809;T29;8/31/2016 8:00:00 AM;8/31/2016;8:00:00 AM;100;18,22999954;17,8;118,4727173;3,87
SN320809;T29;8/31/2016 12:00:00 PM;8/31/2016;12:00:00 PM;100;18,63999939;18,7;96,05895996;3,87
SN320809;T29;8/31/2016 4:00:00 PM;8/31/2016;4:00:00 PM;100;19,55999947;19,3;70,4432373;3,87
SN320809;T29;8/31/2016 8:00:00 PM;8/31/2016;8:00:00 PM;100;17,71999931;17,9;0;3,87
SN320809;T29;9/1/2016 12:00:00 AM;9/1/2016;12:00:00 AM;100;17,04000092;17;0;3,87
SN320809;T29;9/1/2016 4:00:00 AM;9/1/2016;4:00:00 AM;100;16,25;16,3;0;3,87
SN320809;T29;9/1/2016 8:00:00 AM;9/1/2016;8:00:00 AM;100;17,78000069;17,5;86,45306396;3,87
SN320809;T29;9/1/2016 12:00:00 PM;9/1/2016;12:00:00 PM;100;20,20000076;20,3;467,4869385;3,87
SN320809;T29;9/1/2016 4:00:00 PM;9/1/2016;4:00:00 PM;100;18,60000038;18,8;6,403930664;3,87
SN320809;T29;9/1/2016 8:00:00 PM;9/1/2016;8:00:00 PM;100;17,89999962;17,9;0;3,87
SN320809;T29;9/2/2016 12:00:00 AM;9/2/2016;12:00:00 AM;100;16,13999939;16,3;0;3,87
SN320809;T29;9/2/2016 4:00:00 AM;9/2/2016;4:00:00 AM;100;14,73999977;14,9;0;3,87
SN320809;T29;9/2/2016 8:00:00 AM;9/2/2016;8:00:00 AM;100;16,29999924;15,8;140,8864746;3,87
SN320809;T29;9/2/2016 12:00:00 PM;9/2/2016;12:00:00 PM;100;19,25;19,1;345,8122559;3,87
SN320809;T29;9/2/2016 4:00:00 PM;9/2/2016;4:00:00 PM;100;17,57999992;17,6;25,61572266;3,87
SN320809;T29;9/2/2016 8:00:00 PM;9/2/2016;8:00:00 PM;100;16,70000076;16,6;0;3,87
SN320809;T29;9/3/2016 12:00:00 AM;9/3/2016;12:00:00 AM;100;15,10000038;15,3;0;3,87
SN320809;T29;9/3/2016 4:00:00 AM;9/3/2016;4:00:00 AM;100;14,22000027;14,4;0;3,87
SN320809;T29;9/3/2016 8:00:00 AM;9/3/2016;8:00:00 AM;100;16,42000008;15,8;57,63537598;3,87
SN320809;T29;9/3/2016 12:00:00 PM;9/3/2016;12:00:00 PM;82,2;21,84000015;20,9;451,4771118;3,87
SN320809;T29;9/3/2016 4:00:00 PM;9/3/2016;4:00:00 PM;97,6;20,04000092;19,9;67,24127197;3,87
SN320809;T29;9/3/2016 8:00:00 PM;9/3/2016;8:00:00 PM;100;17,97999954;17,9;0;3,87
SN320809;T29;9/4/2016 12:00:00 AM;9/4/2016;12:00:00 AM;100;16,31999969;16,4;0;3,87
SN320809;T29;9/4/2016 4:00:00 AM;9/4/2016;4:00:00 AM;100;14,81999969;14,9;0;3,87
SN320809;T29;9/4/2016 8:00:00 AM;9/4/2016;8:00:00 AM;99,6;17,05999947;16,5;147,2904053;3,87
SN320809;T29;9/4/2016 12:00:00 PM;9/4/2016;12:00:00 PM;81,8;22,78000069;21,5;236,9454346;3,87
SN320809;T29;9/4/2016 4:00:00 PM;9/4/2016;4:00:00 PM;100;18,51000023;18,4;12,80786133;3,87
SN320809;T29;9/4/2016 8:00:00 PM;9/4/2016;8:00:00 PM;100;17,57999992;17,5;0;3,87
SN320809;T29;9/5/2016 12:00:00 AM;9/5/2016;12:00:00 AM;100;17,06999969;17,1;0;3,87
SN320809;T29;9/5/2016 4:00:00 AM;9/5/2016;4:00:00 AM;100;15,52999973;15,8;0;3,87
SN320809;T29;9/5/2016 8:00:00 AM;9/5/2016;8:00:00 AM;100;16,92000008;16,5;182,5120239;3,87
SN320809;T29;9/5/2016 12:00:00 PM;9/5/2016;12:00:00 PM;90,6;20,25;19,2;422,6594238;3,87
SN320809;T29;9/5/2016 4:00:00 PM;9/5/2016;4:00:00 PM;95,6;19,89999962;19,6;86,45306396;3,87
SN320809;T29;9/5/2016 8:00:00 PM;9/5/2016;8:00:00 PM;98,3;17,68000031;17,8;0;3,87
SN320809;T29;9/6/2016 12:00:00 AM;9/6/2016;12:00:00 AM;99;16,82999992;16,9;0;3,87
SN320809;T29;9/6/2016 4:00:00 AM;9/6/2016;4:00:00 AM;99,6;16,40999985;16,4;0;3,87
SN320809;T29;9/6/2016 8:00:00 AM;9/6/2016;8:00:00 AM;98,5;17,95000076;17,3;169,7041626;3,87
SN320809;T29;9/6/2016 12:00:00 PM;9/6/2016;12:00:00 PM;87,9;20,97999954;20,3;124,8766479;3,87
SN320809;T29;9/6/2016 4:00:00 PM;9/6/2016;4:00:00 PM;92,6;20,28000069;19,8;64,03930664;3,87
SN320809;T29;9/6/2016 8:00:00 PM;9/6/2016;8:00:00 PM;99,9;18,29999924;18,4;0;3,87
SN320809;T29;9/7/2016 12:00:00 AM;9/7/2016;12:00:00 AM;100;17,97999954;18;0;3,87
SN320809;T29;9/7/2016 4:00:00 AM;9/7/2016;4:00:00 AM;100;16,81999969;16,8;0;3,87
SN320809;T29;9/7/2016 8:00:00 AM;9/7/2016;8:00:00 AM;99,9;18,12999916;17,9;176,1080933;3,87
SN320809;T29;9/7/2016 12:00:00 PM;9/7/2016;12:00:00 PM;93,1;20,59000015;19,8;265,7631226;3,87
SN320809;T29;9/7/2016 4:00:00 PM;9/7/2016;4:00:00 PM;96,9;19,87000084;19,5;99,26092529;3,87
SN320809;T29;9/7/2016 8:00:00 PM;9/7/2016;8:00:00 PM;99,7;18,54999924;18,5;0;3,87
SN320809;T29;9/8/2016 12:00:00 AM;9/8/2016;12:00:00 AM;99,5;17,26000023;17,3;0;3,87
SN320809;T29;9/8/2016 4:00:00 AM;9/8/2016;4:00:00 AM;98,7;16,04000092;16,3;0;3,87
SN320809;T29;9/8/2016 8:00:00 AM;9/8/2016;8:00:00 AM;99,1;16,89999962;16,4;128,0786133;3,87
SN320809;T29;9/8/2016 12:00:00 PM;9/8/2016;12:00:00 PM;83,1;21,82999992;20,9;233,7434692;3,87
SN320809;T29;9/8/2016 4:00:00 PM;9/8/2016;4:00:00 PM;99,1;18,81999969;18,6;86,45306396;3,87
SN320809;T29;9/8/2016 8:00:00 PM;9/8/2016;8:00:00 PM;99,1;17,82999992;17,9;0;3,87
SN320809;T29;9/9/2016 12:00:00 AM;9/9/2016;12:00:00 AM;99;17,76000023;17,6;0;3,87
SN320809;T29;9/9/2016 4:00:00 AM;9/9/2016;4:00:00 AM;99,1;16,57999992;16,6;0;3,87
SN320809;T29;9/9/2016 8:00:00 AM;9/9/2016;8:00:00 AM;99;17,51000023;17,1;172,9061279;3,87
SN320809;T29;9/9/2016 12:00:00 PM;9/9/2016;12:00:00 PM;99,1;19,25;19,1;121,6746826;3,87
SN320809;T29;9/9/2016 4:00:00 PM;9/9/2016;4:00:00 PM;98,3;19,88999939;19,8;80,0491333;3,87
SN320809;T29;9/9/2016 8:00:00 PM;9/9/2016;8:00:00 PM;98,6;18,09000015;18,2;0;3,87
SN320809;T29;9/10/2016 12:00:00 AM;9/10/2016;12:00:00 AM;99,1;17,67000008;17,7;0;3,87
SN320809;T29;9/10/2016 4:00:00 AM;9/10/2016;4:00:00 AM;99;16,04000092;16,4;0;3,87
SN320809;T29;9/10/2016 8:00:00 AM;9/10/2016;8:00:00 AM;99;17,62000084;17,1;83,25109863;3,87
SN320809;T29;9/10/2016 12:00:00 PM;9/10/2016;12:00:00 PM;91,7;20,18000031;19,5;278,5709839;3,87
SN320809;T29;9/10/2016 4:00:00 PM;9/10/2016;4:00:00 PM;93,4;20,11000061;19,9;44,82751465;3,87
SN320809;T29;9/10/2016 8:00:00 PM;9/10/2016;8:00:00 PM;97,6;18,17000008;18,3;0;3,87
SN320809;T29;9/11/2016 12:00:00 AM;9/11/2016;12:00:00 AM;98,1;17,15999985;17,1;0;3,87
SN320809;T29;9/11/2016 4:00:00 AM;9/11/2016;4:00:00 AM;97,2;16,44000053;16,6;0;3,87
SN320809;T29;9/11/2016 8:00:00 AM;9/11/2016;8:00:00 AM;96,8;18,04000092;17,3;60,83734131;3,87
SN320809;T29;9/11/2016 8:00:00 PM;9/11/2016;8:00:00 PM;98,8;18,73999977;18,8;0;3,87
SN320809;T29;9/12/2016 12:00:00 AM;9/12/2016;12:00:00 AM;99;16,89999962;17;0;3,87
SN320809;T29;9/12/2016 4:00:00 AM;9/12/2016;4:00:00 AM;99,2;15,5;15,6;0;3,87
SN320809;T29;9/12/2016 8:00:00 AM;9/12/2016;8:00:00 AM;99,1;17,67000008;17;54,43341064;3,87
SN320809;T29;9/12/2016 4:00:00 PM;9/12/2016;4:00:00 PM;99,1;17,70999908;17,6;3,201965332;3,87
SN320809;T29;9/12/2016 8:00:00 PM;9/12/2016;8:00:00 PM;99,2;17,23999977;17,1;0;3,87
SN320809;T29;9/13/2016 12:00:00 AM;9/13/2016;12:00:00 AM;99,3;16,37999916;16,4;0;3,87
SN320809;T29;9/13/2016 4:00:00 AM;9/13/2016;4:00:00 AM;99,4;15,61999989;15,5;0;3,87
SN320809;T29;9/13/2016 8:00:00 AM;9/13/2016;8:00:00 AM;99,3;16,86000061;16,4;108,8668213;3,87
SN320809;T29;9/11/2016 12:00:00 PM;9/11/2016;12:00:00 PM;83;22,04000092;20,9;307,3886719;3,86
SN320809;T29;9/11/2016 4:00:00 PM;9/11/2016;4:00:00 PM;91,6;21,36000061;21,1;28,81768799;3,86
SN320809;T29;9/12/2016 12:00:00 PM;9/12/2016;12:00:00 PM;98,8;20,47999954;20,6;284,9749146;3,86
SN320809;T29;9/13/2016 12:00:00 PM;9/13/2016;12:00:00 PM;99,2;19,18000031;19,1;249,7532959;3,86
SN320809;T29;9/13/2016 4:00:00 PM;9/13/2016;4:00:00 PM;98,6;19,14999962;19;60,83734131;3,86
SN320809;T29;9/13/2016 8:00:00 PM;9/13/2016;8:00:00 PM;98,7;17,87000084;17,9;0;3,86
SN320809;T29;9/14/2016 12:00:00 AM;9/14/2016;12:00:00 AM;98,6;16,97999954;17;0;3,86
SN320809;T29;9/14/2016 4:00:00 AM;9/14/2016;4:00:00 AM;98,8;16,45999908;16,4;0;3,86
SN320809;T29;9/14/2016 8:00:00 AM;9/14/2016;8:00:00 AM;99,1;18,18000031;17,7;51,23144531;3,86
SN320809;T29;9/14/2016 12:00:00 PM;9/14/2016;12:00:00 PM;85,2;22,63999939;21,8;297,7827759;3,86
SN320809;T29;9/14/2016 4:00:00 PM;9/14/2016;4:00:00 PM;98,8;19,47999954;19,4;6,403930664;3,86
SN320809;T29;9/14/2016 8:00:00 PM;9/14/2016;8:00:00 PM;99,1;17,54000092;17,7;0;3,86
SN320809;T29;9/15/2016 12:00:00 AM;9/15/2016;12:00:00 AM;99,2;17,17000008;17,1;0;3,86
SN320809;T29;9/15/2016 4:00:00 AM;9/15/2016;4:00:00 AM;99,3;15,89999962;16;0;3,86
SN320809;T29;9/15/2016 8:00:00 AM;9/15/2016;8:00:00 AM;99,3;17,39999962;16,9;57,63537598;3,86
SN320809;T29;9/15/2016 12:00:00 PM;9/15/2016;12:00:00 PM;98,9;21,07999992;21;310,5906372;3,86
SN320809;T29;9/15/2016 4:00:00 PM;9/15/2016;4:00:00 PM;98,7;19,02000046;19,2;0;3,86
SN320809;T29;9/15/2016 8:00:00 PM;9/15/2016;8:00:00 PM;99,2;17,76000023;17,7;0;3,86
SN320809;T29;9/16/2016 12:00:00 AM;9/16/2016;12:00:00 AM;99,2;16,67000008;16,6;0;3,86
SN320809;T29;9/16/2016 4:00:00 AM;9/16/2016;4:00:00 AM;99,2;15,25;15,3;0;3,86
SN320809;T29;9/16/2016 8:00:00 AM;9/16/2016;8:00:00 AM;99,1;16,57999992;16,1;41,62554932;3,86
SN320809;T29;9/16/2016 12:00:00 PM;9/16/2016;12:00:00 PM;98,9;19,09000015;19,5;105,664856;3,86
SN320809;T29;9/16/2016 4:00:00 PM;9/16/2016;4:00:00 PM;98;19,04999924;19;16,00982666;3,86
SN320809;T29;9/16/2016 8:00:00 PM;9/16/2016;8:00:00 PM;98,8;18,15999985;18,1;0;3,86
SN320809;T29;9/17/2016 12:00:00 AM;9/17/2016;12:00:00 AM;98,8;17,81999969;17,8;0;3,86
SN320809;T29;9/17/2016 4:00:00 AM;9/17/2016;4:00:00 AM;98,3;15,35000038;15,6;0;3,86
SN320809;T29;9/17/2016 8:00:00 AM;9/17/2016;8:00:00 AM;97,6;17,34000015;16,7;76,84716797;3,86
SN320809;T29;9/17/2016 12:00:00 PM;9/17/2016;12:00:00 PM;85,7;22,36000061;21,5;201,7238159;3,86
SN320809;T29;9/17/2016 4:00:00 PM;9/17/2016;4:00:00 PM;98,7;18,87000084;18,7;12,80786133;3,86
SN320809;T29;9/17/2016 8:00:00 PM;9/17/2016;8:00:00 PM;98,9;18,62000084;18,5;0;3,86
SN320809;T29;9/18/2016 12:00:00 AM;9/18/2016;12:00:00 AM;99;16,23999977;16,3;0;3,86
SN320809;T29;9/18/2016 4:00:00 AM;9/18/2016;4:00:00 AM;99,1;15,17000008;15,3;0;3,86
SN320809;T29;9/18/2016 8:00:00 AM;9/18/2016;8:00:00 AM;99;17,47999954;17;108,8668213;3,86
SN320809;T29;9/18/2016 12:00:00 PM;9/18/2016;12:00:00 PM;98,8;20,05999947;20;115,270752;3,86
SN320809;T29;9/18/2016 4:00:00 PM;9/18/2016;4:00:00 PM;98,8;19,45000076;19,4;16,00982666;3,86
SN320809;T29;9/18/2016 8:00:00 PM;9/18/2016;8:00:00 PM;98,8;18,68000031;18,6;0;3,86
SN320809;T29;9/19/2016 12:00:00 AM;9/19/2016;12:00:00 AM;98,8;16,86000061;17,1;0;3,86
SN320809;T29;9/19/2016 4:00:00 AM;9/19/2016;4:00:00 AM;99;14,90999985;15,3;0;3,86
SN320809;T29;9/19/2016 8:00:00 AM;9/19/2016;8:00:00 AM;99;16,68000031;16,3;64,03930664;3,86
SN320809;T29;9/19/2016 12:00:00 PM;9/19/2016;12:00:00 PM;93,9;20,67000008;20;121,6746826;3,86
SN320809;T29;9/19/2016 4:00:00 PM;9/19/2016;4:00:00 PM;98,4;18,63999939;18,6;44,82751465;3,86
SN320809;T29;9/19/2016 8:00:00 PM;9/19/2016;8:00:00 PM;98,6;17,20000076;17,1;0;3,86
SN320809;T29;9/20/2016 12:00:00 AM;9/20/2016;12:00:00 AM;98,6;16,20000076;16,2;0;3,86
SN320809;T29;9/20/2016 4:00:00 AM;9/20/2016;4:00:00 AM;98,7;15,11999989;15,3;0;3,86
SN320809;T29;9/20/2016 8:00:00 AM;9/20/2016;8:00:00 AM;98,7;16,39999962;16;89,6550293;3,86
SN320809;T29;9/20/2016 12:00:00 PM;9/20/2016;12:00:00 PM;98,6;18,78000069;18,6;204,9257813;3,86
SN320809;T29;9/20/2016 4:00:00 PM;9/20/2016;4:00:00 PM;98,5;19,20000076;19,1;51,23144531;3,86
SN320809;T29;9/20/2016 8:00:00 PM;9/20/2016;8:00:00 PM;98,5;18,20999908;18,3;0;3,86
SN320809;T29;9/21/2016 12:00:00 AM;9/21/2016;12:00:00 AM;98,6;17,38999939;17,3;0;3,86
SN320809;T29;9/21/2016 4:00:00 AM;9/21/2016;4:00:00 AM;98,6;15,60000038;15,6;0;3,86
SN320809;T29;9/21/2016 8:00:00 AM;9/21/2016;8:00:00 AM;98,6;17,30999947;16,8;41,62554932;3,86
SN320809;T29;9/21/2016 12:00:00 PM;9/21/2016;12:00:00 PM;84,4;21,29000092;20,5;246,5513306;3,86
SN320809;T29;9/21/2016 4:00:00 PM;9/21/2016;4:00:00 PM;96,9;18,12000084;18,2;19,21179199;3,86
SN320809;T29;9/21/2016 8:00:00 PM;9/21/2016;8:00:00 PM;98,3;17,29000092;17,1;0;3,86
SN320809;T29;9/22/2016 12:00:00 AM;9/22/2016;12:00:00 AM;98,1;16,60000038;16,4;0;3,86
SN320809;T29;9/22/2016 4:00:00 AM;9/22/2016;4:00:00 AM;97,9;15,72000027;15,6;0;3,86
SN320809;T29;9/22/2016 8:00:00 AM;9/22/2016;8:00:00 AM;97,8;17,12999916;16,6;80,0491333;3,86
SN320809;T29;9/22/2016 12:00:00 PM;9/22/2016;12:00:00 PM;97,5;18,36000061;18,4;185,7139893;3,86
SN320809;T29;9/22/2016 4:00:00 PM;9/22/2016;4:00:00 PM;97,2;18,35000038;18,4;6,403930664;3,86
SN320809;T29;9/22/2016 8:00:00 PM;9/22/2016;8:00:00 PM;97,1;16,81999969;16,8;0;3,86
SN320809;T29;9/23/2016 12:00:00 AM;9/23/2016;12:00:00 AM;97;15,68000031;15,7;0;3,86
SN320809;T29;9/23/2016 4:00:00 AM;9/23/2016;4:00:00 AM;97;14,59000015;14,6;0;3,86
SN320809;T29;9/23/2016 8:00:00 AM;9/23/2016;8:00:00 AM;97;17,23999977;16,6;28,81768799;3,86
SN320809;T29;9/23/2016 12:00:00 PM;9/23/2016;12:00:00 PM;94;19,59000015;19,1;83,25109863;3,86
SN320809;T29;9/23/2016 4:00:00 PM;9/23/2016;4:00:00 PM;92,4;20,42000008;19,9;57,63537598;3,86
SN320809;T29;9/23/2016 8:00:00 PM;9/23/2016;8:00:00 PM;96,6;18,20999908;18,3;0;3,86
SN320809;T29;9/24/2016 12:00:00 AM;9/24/2016;12:00:00 AM;96,8;17,60000038;17,5;0;3,86
SN320809;T29;9/24/2016 4:00:00 AM;9/24/2016;4:00:00 AM;96,9;16,94000053;16,9;0;3,86
SN320809;T29;9/24/2016 8:00:00 AM;9/24/2016;8:00:00 AM;97;17,21999931;17;70,4432373;3,86
SN320809;T29;9/25/2016 12:00:00 AM;9/25/2016;12:00:00 AM;97;16,59000015;16,6;0;3,86
SN320809;T29;9/25/2016 4:00:00 AM;9/25/2016;4:00:00 AM;97,1;16,07999992;15,9;0;3,86
SN320809;T29;9/25/2016 8:00:00 AM;9/25/2016;8:00:00 AM;97,2;17,18000031;16,8;89,6550293;3,86
SN320809;T29;9/26/2016 12:00:00 AM;9/26/2016;12:00:00 AM;97,3;16,34000015;16,3;0;3,86
SN320809;T29;9/26/2016 4:00:00 AM;9/26/2016;4:00:00 AM;97,3;16,04000092;16,1;0;3,86
SN320809;T29;9/24/2016 12:00:00 PM;9/24/2016;12:00:00 PM;96,8;19,84000015;20,1;220,9356079;3,85
SN320809;T29;9/24/2016 4:00:00 PM;9/24/2016;4:00:00 PM;95,4;20,02000046;19,8;51,23144531;3,85
SN320809;T29;9/24/2016 8:00:00 PM;9/24/2016;8:00:00 PM;96,9;17,95999908;17,9;0;3,85
SN320809;T29;9/25/2016 12:00:00 PM;9/25/2016;12:00:00 PM;96,9;19,17000008;19,4;233,7434692;3,85
SN320809;T29;9/25/2016 4:00:00 PM;9/25/2016;4:00:00 PM;97,1;18,39999962;18,4;6,403930664;3,85
SN320809;T29;9/25/2016 8:00:00 PM;9/25/2016;8:00:00 PM;97,2;17,11000061;17,2;0;3,85
